child_id,physical_abuse,emotional_abuse,sexual_abuse,victimization,parent_monitoring,parent_support,parental_warmth,family_conflict,domestic_violence_exposure,school_attendance,school_grades,school_attachment,teacher_support,school_suspensions,alcohol_use,smoking_frequency,drug_use,peer_delinquency,gang_exposure,household_income,parent_education,neighborhood_disadvantage,mental_health_score,impulsivity_score,criminal_risk,is_criminal
CHD12325,2.01,9.97,1.78,3.05,9.17,1.18,7.13,9.39,9.22,,6.0,0.88,0.42,0.82,7.06,7.73,4.15,4.56,8.72,28399.04,6.22,7.78,8.57,1.47,51.7,0
CHD12326,7.9,0.65,2.11,0.57,2.96,4.39,3.97,0.9,7.88,0.72,9.51,8.5,8.35,6.79,8.92,7.46,0.84,2.79,9.56,105251.07,4.83,,5.16,11.85,49.4,0
CHD12327,7.84,2.1,4.07,7.93,4.74,5.25,1.95,,8.73,7.36,3.94,0.89,7.71,1.68,10.19,4.32,7.83,0.09,1.64,115080.71,2.77,9.28,5.87,5.38,60.2,1
CHD12328,1.13,8.85,4.93,1.22,2.92,0.4,4.59,0.53,4.68,8.27,1.24,8.19,5.01,2.37,6.03,1.34,5.3,4.75,3.96,37839.58,19.94,8.34,1.26,5.52,50.3,0
CHD12329,9.12,2.97,1.22,6.17,2.24,8.72,0.13,8.23,3.93,9.28,9.88,8.77,7.29,8.0,7.4,4.38,9.13,9.68,4.96,115172.45,9.0,7.13,3.35,2.27,55.6,0
CHD12330,1.95,8.2,5.89,3.02,9.45,3.46,0.72,1.79,7.93,2.35,8.54,7.04,7.67,1.54,7.22,8.3,9.79,2.45,6.57,122040.59,10.08,6.92,6.27,3.6,50.4,0
CHD12331,6.13,3.33,0.37,6.3,,1.42,5.5,0.44,1.55,0.31,0.59,7.88,0.2,7.74,8.43,3.68,7.45,8.08,7.01,15565.43,17.78,6.77,6.51,6.46,67.1,1
CHD12332,9.86,8.12,0.4,4.26,1.81,1.86,1.73,5.33,9.1,4.0,9.76,5.15,1.23,4.19,0.89,0.8,3.95,0.88,8.48,29213.89,5.1,4.42,4.31,,50.2,0
CHD12333,8.82,6.86,2.25,8.75,4.57,8.38,4.86,,6.94,6.7,,7.49,7.25,9.95,,1.31,4.82,9.43,5.99,22948.2,9.78,4.05,8.02,2.24,53.1,0
CHD12334,9.57,4.69,0.09,14.78,9.91,0.28,3.71,6.59,1.72,5.48,7.57,7.91,2.56,6.5,5.0,7.76,2.82,7.16,0.47,91879.37,5.58,0.05,3.98,2.51,61.5,1
CHD12335,3.43,5.23,4.55,2.48,0.74,1.51,,8.63,0.42,3.09,14.32,5.39,7.66,10.01,0.43,0.78,5.28,11.67,3.03,51233.76,13.95,2.91,9.16,3.0,45.3,0
CHD12336,1.06,10.37,1.93,9.64,8.24,7.07,9.54,0.57,6.85,8.63,3.63,7.17,9.56,9.36,4.32,6.86,4.27,4.51,12.57,,15.85,1.39,8.82,2.39,37.8,0
CHD12337,1.88,1.16,1.91,2.55,3.29,1.56,6.55,6.5,1.29,7.12,1.55,8.36,0.82,8.3,0.36,0.65,0.28,3.93,9.61,131667.29,10.56,3.79,2.37,9.92,25.6,0
CHD12338,5.0,7.17,1.63,1.57,4.38,5.28,8.87,0.86,2.86,8.76,2.3,6.71,3.87,5.52,5.75,4.49,0.01,7.4,9.5,60608.91,19.82,11.5,2.97,9.73,44.9,0
CHD12339,7.93,8.49,6.19,9.75,7.33,,8.77,8.01,,3.32,0.25,9.13,1.22,5.77,1.73,14.68,3.04,2.3,0.99,108044.48,19.35,3.64,8.98,1.15,51.0,0
CHD12340,1.5,7.22,0.47,0.83,4.14,1.82,2.15,3.57,7.24,6.05,8.02,2.02,0.2,3.11,4.23,0.4,6.84,8.22,0.79,41716.36,11.43,0.93,2.17,6.25,47.4,0
CHD12341,6.6,9.13,,3.58,2.3,0.59,6.56,4.34,3.76,3.41,9.41,9.13,3.13,6.08,3.18,9.22,2.36,,3.9,145787.07,8.43,1.54,1.89,8.82,54.1,0
CHD12342,3.24,8.9,1.27,6.33,9.14,3.41,6.19,5.44,0.3,3.63,2.59,9.6,9.88,7.61,2.57,3.38,2.08,7.09,9.02,12390.97,4.37,0.19,7.21,5.65,40.9,0
CHD12343,3.41,7.78,1.74,9.54,8.57,3.6,2.4,9.32,5.65,5.82,9.68,7.62,9.73,0.48,0.18,5.57,5.91,4.09,,117104.09,3.02,3.01,3.36,7.72,54.1,0
CHD12344,6.62,8.98,1.68,2.9,2.38,3.8,2.36,8.97,3.4,6.96,9.68,6.85,2.41,0.12,4.81,2.32,7.12,1.47,7.3,57080.69,11.52,2.29,8.54,4.42,50.5,0
CHD12345,4.67,1.67,5.15,6.57,6.1,7.82,5.46,5.94,8.58,3.04,8.86,3.82,5.75,5.34,4.79,7.73,2.67,,4.39,38054.2,8.27,2.49,6.97,2.03,49.6,0
CHD12346,8.12,7.31,4.4,0.24,9.46,8.27,5.12,,14.5,3.38,8.44,,,8.57,7.84,,,5.88,3.25,242411.44,2.03,7.41,1.58,4.24,55.6,0
CHD12347,1.56,7.54,2.35,7.15,1.54,3.61,9.03,9.47,4.04,,6.65,2.79,4.09,9.93,9.21,6.04,9.17,0.69,1.25,,21.69,4.81,0.4,6.9,56.2,1
CHD12348,7.9,1.54,2.55,9.16,1.7,5.29,12.46,7.74,6.77,2.0,7.02,6.28,6.74,4.32,4.38,4.76,8.58,7.23,,34409.77,10.49,8.57,8.52,2.73,59.6,1
CHD12349,0.64,9.1,3.92,1.62,1.33,0.26,13.27,8.21,5.01,2.01,4.32,,9.24,0.13,9.94,6.36,5.38,5.88,7.86,58644.72,18.95,2.11,7.78,2.88,50.2,0
CHD12350,1.94,0.09,1.54,7.79,2.62,4.93,5.21,,6.98,0.95,1.06,1.27,4.18,9.81,9.09,,0.82,5.97,,13911.62,12.07,1.58,3.63,7.32,61.9,1
CHD12351,6.56,13.07,3.8,5.0,3.22,9.69,4.92,13.41,7.76,2.08,9.78,0.81,,3.64,4.65,4.17,2.62,0.12,0.43,50596.64,3.37,4.38,9.71,4.99,49.7,0
CHD12352,8.55,0.21,0.9,5.99,0.18,8.87,4.03,7.07,2.4,0.03,5.42,9.44,2.56,7.65,1.67,7.36,6.94,4.87,8.34,120508.48,8.8,9.03,3.56,4.83,63.4,1
CHD12353,2.53,5.23,3.54,7.06,8.74,0.72,4.41,3.14,4.07,7.22,0.86,2.15,8.11,2.99,7.94,7.44,2.37,5.24,6.81,100436.61,18.12,3.16,6.0,6.56,43.9,0
CHD12354,3.27,4.12,0.72,7.05,6.34,4.1,8.38,9.61,9.24,9.68,,4.96,7.21,3.15,5.43,4.83,14.06,0.15,8.26,123500.13,1.27,4.99,5.86,8.77,50.8,1
CHD12355,5.37,6.23,3.44,4.76,7.02,5.95,7.24,5.56,5.88,5.89,10.18,9.79,4.09,7.8,0.37,6.3,1.82,9.18,4.72,114588.48,6.45,1.5,4.51,6.54,46.7,0
CHD12356,2.12,7.66,2.34,4.59,7.45,3.82,,9.97,4.62,6.59,,7.88,4.32,11.87,3.16,14.15,7.95,6.36,9.92,27638.08,19.7,2.62,1.75,2.63,56.5,1
CHD12357,8.11,7.69,0.33,12.73,0.62,6.3,5.76,0.52,9.07,0.58,9.93,10.64,1.49,7.83,14.97,7.59,4.22,6.47,9.05,96687.8,3.91,0.18,7.47,9.4,67.9,1
CHD12358,14.11,7.22,3.0,,9.75,2.84,5.48,4.18,,6.9,2.61,7.99,2.17,1.89,1.37,0.49,3.88,7.49,4.82,90241.87,16.53,8.06,,3.4,49.6,0
CHD12359,1.45,1.02,3.46,8.52,0.89,8.16,4.53,6.89,4.89,2.29,0.7,5.01,4.09,2.38,9.0,2.21,1.53,7.76,3.22,50803.34,8.95,9.53,6.92,1.48,64.6,1
CHD12360,4.64,4.17,1.01,8.26,1.44,1.34,2.63,2.2,5.65,4.71,9.84,6.2,0.89,3.93,0.83,2.57,2.36,4.26,6.43,70605.4,7.48,5.49,9.56,6.16,47.4,0
CHD12361,7.75,8.16,4.68,8.58,8.12,4.79,2.68,2.64,5.05,7.17,0.69,1.11,3.06,7.53,10.46,5.32,10.63,0.54,1.46,91052.81,18.19,9.18,1.08,6.05,73.9,1
CHD12362,3.37,6.54,1.14,9.75,5.41,9.84,7.89,7.27,3.45,2.67,8.05,3.54,9.99,4.36,,7.72,3.73,0.31,1.07,145337.26,4.2,5.92,1.02,0.97,46.3,0
CHD12363,6.33,6.81,1.56,3.58,7.28,8.91,7.15,6.41,5.43,5.84,3.7,2.21,9.32,3.12,3.29,2.59,,14.42,9.27,182854.68,19.28,9.13,4.75,1.13,51.2,0
CHD12364,0.5,2.27,3.68,4.45,3.68,8.77,8.78,0.26,8.23,9.03,11.92,9.72,3.16,9.65,9.01,5.73,9.06,9.67,8.96,100608.19,15.48,,1.37,4.23,41.5,0
CHD12365,6.09,,1.0,,,0.01,7.22,2.57,9.91,8.85,5.69,3.8,3.87,1.14,10.75,6.01,2.85,1.73,2.81,122303.06,6.8,6.4,10.0,7.63,46.5,0
CHD12366,1.53,9.56,4.61,1.91,10.55,7.98,2.99,6.78,2.92,,6.32,4.39,0.47,3.29,4.32,14.67,5.25,5.87,7.68,137495.13,19.67,12.39,,3.28,43.8,0
CHD12367,,8.47,3.2,6.02,0.49,0.8,2.27,2.04,0.49,2.53,4.44,6.52,9.69,7.73,3.2,3.64,4.73,0.45,7.23,127121.39,9.41,2.5,3.76,0.46,48.3,0
CHD12368,3.55,1.65,3.74,,0.74,9.77,2.86,8.91,3.4,9.88,8.18,5.58,9.93,1.62,3.75,0.78,2.47,2.3,1.32,94248.96,8.16,5.12,6.49,8.94,36.0,0
CHD12369,2.82,5.45,0.59,,0.91,9.24,1.68,3.4,7.51,0.79,8.77,1.56,2.79,1.31,9.79,2.83,6.38,9.04,6.28,128527.16,15.02,4.52,2.41,0.43,53.2,0
CHD12370,8.41,4.91,4.11,8.4,2.38,8.59,5.96,3.24,0.61,8.11,2.36,2.39,2.11,8.85,0.78,4.4,9.29,6.0,2.0,147107.41,7.46,5.04,5.81,5.71,48.9,0
CHD12371,0.5,4.44,2.84,2.63,0.98,6.12,3.65,9.98,9.92,3.76,3.69,9.0,8.9,6.28,2.47,8.87,8.69,1.9,9.89,143675.32,16.97,5.73,3.56,8.34,57.9,1
CHD12372,3.97,4.71,3.85,5.99,7.5,0.95,8.26,1.13,2.94,5.19,1.73,6.69,4.42,9.42,9.3,4.04,2.0,8.31,4.51,75670.65,17.14,5.95,5.99,2.2,52.8,0
CHD12373,3.7,,0.36,,7.1,3.08,0.68,4.98,5.15,9.43,2.95,9.37,12.84,4.0,13.92,5.22,5.48,6.5,4.74,,14.03,7.85,7.59,4.69,62.8,1
CHD12374,2.85,9.67,3.04,9.0,4.15,9.03,4.55,,4.05,5.42,6.23,3.03,6.99,7.04,4.24,5.27,1.78,7.4,8.96,139954.0,9.55,3.75,,5.08,58.9,1
CHD12375,9.12,8.75,3.45,5.92,9.18,7.95,9.16,5.0,4.23,2.42,0.28,5.59,0.95,4.4,,3.99,8.03,2.94,4.13,49179.02,23.75,7.24,6.61,0.11,46.8,0
CHD12376,7.51,8.75,2.47,2.72,0.78,1.27,3.44,11.86,,,5.12,6.58,5.32,,7.49,5.83,,7.09,5.68,50975.17,3.67,12.16,9.39,3.77,71.5,1
CHD12377,0.64,7.03,4.18,5.28,5.04,7.4,2.16,4.06,5.03,3.43,5.26,8.77,0.13,5.08,3.37,8.57,1.5,3.71,9.3,38680.28,12.03,9.13,9.73,0.73,44.5,0
CHD12378,7.15,0.18,4.7,3.55,9.74,7.6,5.18,9.02,5.31,8.56,9.85,7.09,3.71,4.82,8.96,10.95,7.22,7.12,4.93,120196.68,5.93,0.14,3.09,3.3,46.4,0
CHD12379,5.27,4.4,1.11,6.82,1.65,4.18,1.97,1.38,2.11,1.64,2.21,7.07,,8.72,2.63,8.68,7.65,2.3,5.42,175698.67,10.62,3.78,5.46,7.81,60.5,1
CHD12380,9.01,5.11,,5.81,3.82,5.98,6.88,5.32,8.19,2.54,7.02,0.23,0.3,7.06,2.75,7.8,6.26,7.5,9.32,129726.71,4.73,5.35,2.0,12.42,61.1,1
CHD12381,3.13,8.42,3.87,1.52,3.96,5.12,9.31,5.61,8.09,1.5,3.21,8.07,8.51,3.09,6.04,6.85,11.81,6.21,0.33,73088.18,6.95,4.4,3.08,4.91,53.1,0
CHD12382,5.74,9.23,2.4,4.0,3.25,8.59,6.43,14.0,0.68,7.47,11.85,0.68,2.38,,9.92,1.71,7.03,4.37,1.66,53628.41,2.81,0.82,8.31,5.58,51.5,0
CHD12383,5.01,4.52,0.29,9.51,,2.19,0.45,9.83,5.04,6.85,4.46,0.13,1.59,1.62,3.62,4.96,4.3,7.35,,39119.86,3.94,7.72,6.49,7.48,58.5,1
CHD12384,4.9,3.0,0.45,7.91,2.39,0.07,3.75,0.59,9.29,7.82,9.8,5.87,0.83,9.1,0.02,5.44,3.42,3.33,2.33,115675.59,17.17,7.23,,7.7,42.7,0
CHD12385,4.56,3.37,,4.16,4.02,0.83,1.36,9.79,5.18,6.23,,4.16,4.63,6.24,13.19,9.35,0.19,8.15,3.52,29353.48,8.34,5.01,6.48,3.75,62.0,1
CHD12386,2.06,5.79,,8.64,5.29,11.0,5.8,1.6,7.52,8.66,3.25,0.99,5.53,6.01,5.07,5.33,3.95,8.03,,132825.63,3.86,8.45,3.98,2.23,45.5,0
CHD12387,7.56,2.75,2.35,4.81,7.63,7.17,0.08,7.18,3.73,6.73,7.68,6.27,7.84,1.67,,5.89,4.27,7.38,0.28,125135.89,21.26,,9.77,5.77,46.3,0
CHD12388,4.51,9.11,1.85,4.9,5.15,9.37,4.81,3.33,0.61,0.81,2.67,,8.43,8.9,1.45,5.99,8.51,7.47,3.43,14972.65,2.19,8.87,1.22,7.81,59.2,1
CHD12389,9.59,4.19,0.23,8.17,3.69,5.14,3.44,,2.52,,9.68,1.05,3.71,0.78,,9.12,4.71,7.67,5.35,111700.37,1.23,7.73,0.96,5.9,52.3,0
CHD12390,2.61,9.9,1.21,7.32,1.31,4.77,12.9,0.49,5.93,0.77,0.0,2.28,0.21,7.81,1.6,10.17,4.75,2.87,7.0,143482.62,18.41,9.59,3.88,6.63,52.1,0
CHD12391,6.83,1.1,3.7,0.12,9.66,4.48,5.83,7.6,12.43,7.12,1.25,8.92,1.32,7.75,5.31,5.24,9.05,3.34,5.01,48277.41,16.18,9.73,3.28,1.17,51.2,0
CHD12392,9.41,1.88,4.04,3.92,4.04,13.62,2.4,2.97,,6.58,,2.6,8.12,7.18,7.51,5.45,1.85,8.52,14.24,145151.03,12.88,6.65,2.28,4.18,53.0,0
CHD12393,6.63,5.12,0.02,0.07,9.11,5.72,8.16,4.16,0.62,1.28,9.7,9.02,3.85,4.43,,3.32,,9.52,5.82,108325.97,0.73,10.8,5.01,1.3,42.9,0
CHD12394,8.71,8.68,0.53,5.5,0.59,2.05,4.3,8.87,0.92,0.69,2.24,6.15,9.33,4.25,5.18,6.26,4.16,8.81,9.43,118674.33,13.31,3.23,5.35,6.39,71.9,1
CHD12395,8.27,,4.99,4.43,8.77,2.43,4.65,6.33,2.22,2.02,1.54,1.62,7.78,8.82,6.64,1.23,8.89,7.44,,128385.43,9.4,6.08,,0.95,64.9,1
CHD12396,3.6,8.37,3.24,2.5,0.21,11.23,7.87,9.24,4.32,9.03,4.06,0.96,8.48,8.08,3.67,,9.65,5.42,5.34,45167.08,0.18,3.9,8.11,9.34,54.7,0
CHD12397,11.06,4.25,3.42,9.87,4.02,5.4,2.31,9.8,3.12,3.45,5.82,1.55,1.68,1.09,7.77,6.83,7.97,,9.76,91862.81,19.88,3.81,6.91,3.92,53.3,0
CHD12398,1.56,,1.9,1.3,0.89,4.27,0.7,4.33,7.67,3.15,,3.51,9.38,0.9,0.48,9.48,6.28,1.21,1.12,55977.85,1.2,8.47,8.49,5.05,44.9,0
CHD12399,5.36,2.77,2.52,8.88,6.01,12.4,7.85,0.99,2.53,9.93,0.96,7.67,2.11,4.02,,6.12,2.83,,7.38,74859.73,1.64,7.92,9.21,9.92,39.3,1
CHD12400,2.3,4.72,2.54,9.38,3.66,5.39,2.78,5.2,4.88,5.12,0.44,9.65,,2.96,8.28,6.84,9.13,3.31,4.8,89640.49,3.96,5.03,8.65,,53.4,0
CHD12401,7.44,,1.74,8.85,8.46,1.36,4.01,5.76,0.4,4.37,2.79,11.84,9.68,3.64,3.97,9.69,2.38,5.07,7.82,119805.0,2.74,8.45,8.09,9.23,47.4,0
CHD12402,5.28,2.15,,4.52,2.89,6.51,8.01,2.06,6.17,14.0,6.54,8.41,3.6,8.63,2.5,3.16,0.27,,7.96,100562.76,6.49,0.18,5.73,,26.5,0
CHD12403,4.11,,2.86,9.72,9.76,0.57,8.77,4.95,12.19,8.16,9.19,9.97,3.79,2.78,4.52,1.26,6.19,6.69,1.66,,1.6,8.26,6.19,3.94,51.3,0
CHD12404,2.69,3.35,4.72,0.12,7.15,8.77,3.24,6.26,1.59,9.73,6.75,8.82,0.24,0.04,0.36,14.74,6.72,5.54,8.36,93767.5,2.56,1.58,2.89,0.83,31.0,0
CHD12405,9.99,7.87,0.03,2.99,,5.44,9.53,,3.65,5.22,5.93,1.4,3.17,4.24,9.63,3.99,7.03,0.76,4.02,108463.82,19.4,4.96,5.95,9.24,51.2,0
CHD12406,0.72,7.48,4.43,1.41,7.9,6.4,4.94,2.99,6.87,8.5,8.84,3.54,2.26,5.12,13.4,10.98,7.25,8.51,6.82,147101.16,2.46,1.09,2.42,14.48,57.3,1
CHD12407,0.44,3.59,4.75,1.55,8.2,3.31,8.72,14.53,4.49,9.08,5.61,5.57,6.72,3.91,0.74,9.26,0.01,4.59,5.63,126589.91,3.99,9.77,9.76,5.92,35.5,0
CHD12408,2.17,9.92,0.74,7.43,0.53,1.8,9.66,9.52,0.47,2.48,10.51,0.83,3.78,11.23,,8.24,5.03,9.93,3.35,51004.45,13.28,5.36,3.77,1.38,64.9,1
CHD12409,9.71,9.74,1.11,2.7,0.1,8.44,2.03,2.79,8.85,1.97,5.56,0.15,5.27,0.76,4.54,7.46,5.61,6.03,0.2,40154.26,10.81,9.15,3.69,3.89,63.1,1
CHD12410,9.79,9.18,0.25,3.94,7.86,,8.38,8.39,1.49,7.85,6.37,5.82,5.29,6.32,7.83,7.96,5.1,6.71,6.74,98954.84,2.08,,3.68,4.8,44.6,0
CHD12411,6.55,5.87,1.18,6.03,8.88,6.37,4.0,9.64,0.8,7.44,7.59,6.17,7.63,4.41,3.22,4.8,8.17,9.61,11.13,135598.43,12.04,1.22,9.57,7.58,47.8,0
CHD12412,8.8,4.12,3.2,7.84,0.58,4.19,6.67,9.59,5.98,0.33,2.07,4.63,3.91,7.18,0.85,0.49,1.97,6.1,3.94,32569.7,13.57,3.5,5.27,7.81,53.6,0
CHD12413,2.14,3.13,1.08,2.88,8.03,6.41,7.28,2.78,6.82,5.3,1.14,8.82,2.36,6.55,3.93,4.76,6.39,,5.58,114063.32,2.94,9.44,3.07,6.81,45.7,0
CHD12414,9.72,0.15,4.26,8.3,4.43,0.01,2.71,7.22,4.99,0.34,5.83,9.46,2.55,9.9,7.74,5.12,1.02,3.3,4.21,48257.03,,8.13,5.61,7.84,61.7,1
CHD12415,1.43,6.32,4.57,,8.1,3.23,1.4,9.85,6.45,7.01,0.97,7.7,5.8,6.79,6.66,2.21,0.61,6.56,8.69,146009.45,7.86,9.52,5.28,,56.1,1
CHD12416,13.57,14.84,0.14,7.08,0.56,4.91,5.77,6.49,7.45,5.35,6.55,1.97,0.5,9.84,6.13,0.13,0.29,,6.65,83229.95,2.33,5.81,5.8,5.86,72.5,1
CHD12417,1.12,6.3,2.53,6.93,2.69,3.88,9.83,3.39,5.92,,9.22,,5.99,6.81,9.37,8.96,2.74,3.11,0.33,94076.74,14.74,9.34,7.58,6.34,57.0,1
CHD12418,5.73,5.76,0.08,8.94,2.9,8.89,1.8,4.54,3.57,3.91,6.23,9.5,1.22,2.42,9.99,5.21,2.6,2.1,5.01,105684.25,1.1,6.86,4.27,7.26,43.2,0
CHD12419,7.81,1.38,3.1,8.21,3.53,8.84,1.78,8.03,9.46,6.91,3.03,3.98,,0.45,4.7,6.34,,2.67,0.24,45784.02,19.23,7.86,12.98,1.67,53.9,0
CHD12420,3.67,6.95,1.74,8.75,3.99,6.09,2.15,4.08,9.56,3.48,6.57,1.02,1.22,0.07,2.61,5.89,3.36,0.61,5.25,103376.16,3.89,3.32,7.26,4.87,50.1,0
CHD12421,9.78,3.6,4.23,6.74,0.19,0.19,4.43,5.08,3.53,7.22,0.33,5.59,1.35,7.98,2.77,7.51,2.1,,0.82,43625.31,0.36,8.27,0.94,9.26,59.4,1
CHD12422,4.34,5.16,4.59,1.22,2.53,0.16,5.48,2.23,0.45,7.7,8.32,7.14,4.49,5.33,9.54,4.38,8.49,5.31,4.48,,9.78,5.77,8.79,2.56,56.3,1
CHD12423,1.5,3.66,2.49,1.56,6.5,,5.44,0.61,9.16,4.54,9.14,2.29,3.51,,5.62,8.19,4.77,3.61,1.29,128763.78,17.79,2.08,8.29,7.64,38.5,0
CHD12424,4.66,0.22,4.76,8.23,3.18,4.82,6.4,1.58,,8.12,5.12,7.11,9.58,0.27,0.58,1.5,1.98,,4.02,146542.65,9.58,8.39,7.47,8.51,41.2,0
CHD12425,6.79,8.77,4.33,6.27,,8.57,2.05,9.48,9.41,,1.17,7.1,7.77,2.65,0.26,6.61,2.31,5.15,1.07,72318.09,11.46,2.49,9.04,8.13,41.1,0
CHD12426,8.32,1.49,0.48,0.31,,8.34,2.99,4.86,3.77,7.15,6.49,2.81,8.54,,6.18,6.52,2.81,8.9,1.81,140603.58,1.77,8.7,1.66,7.87,45.9,0
CHD12427,4.59,5.82,1.78,1.6,6.63,5.93,1.94,8.2,7.79,3.13,2.58,5.92,4.9,4.49,8.75,1.72,14.67,0.75,9.42,79033.06,5.8,9.63,5.21,7.48,66.2,1
CHD12428,5.94,8.83,1.7,8.77,9.15,5.89,5.75,8.91,6.99,0.05,0.27,0.35,6.61,9.28,6.14,8.76,7.54,4.86,4.6,59036.16,9.91,3.4,0.49,9.14,67.6,1
CHD12429,2.67,2.21,1.52,5.64,3.36,5.29,0.09,2.33,8.51,0.08,1.07,9.07,3.43,5.33,0.31,6.36,1.08,1.22,7.31,51597.95,1.2,0.9,7.97,8.25,47.0,0
CHD12430,6.46,4.12,,1.14,2.97,1.07,9.36,1.33,1.81,5.24,3.25,2.78,4.76,8.48,9.99,9.86,3.8,2.98,9.92,79099.74,15.71,8.64,8.33,8.6,59.8,1
CHD12431,9.86,3.78,6.05,0.56,9.17,9.45,7.5,5.17,13.86,6.46,2.85,,1.3,4.09,1.59,7.81,0.49,4.66,0.94,71647.24,6.58,2.82,9.53,,40.8,0
CHD12432,0.49,0.89,1.9,9.99,9.71,2.04,2.59,9.54,8.59,3.52,3.11,4.58,11.88,2.0,3.19,3.08,4.17,6.83,5.53,138795.88,18.3,6.36,7.04,7.38,52.5,0
CHD12433,8.87,4.24,0.43,2.95,2.81,7.85,0.02,2.1,5.91,8.28,,2.09,1.81,6.16,2.21,3.15,3.59,5.24,0.18,76361.12,9.09,8.79,8.4,0.05,40.8,0
CHD12434,5.62,4.79,2.6,6.6,8.91,3.54,5.03,2.39,4.44,1.56,6.85,3.73,5.9,4.08,1.43,1.86,4.0,7.32,,147060.45,6.83,6.74,9.21,1.25,46.8,0
CHD12435,2.52,0.27,0.59,3.29,3.9,,5.48,,3.37,3.16,1.52,4.77,1.79,9.25,1.28,0.07,1.46,4.69,4.34,61713.23,4.01,8.72,2.59,9.31,55.9,1
CHD12436,9.55,4.88,4.35,7.62,6.36,3.0,0.04,8.09,5.77,6.0,8.12,0.91,8.7,3.26,3.58,1.65,1.61,0.99,9.83,104618.67,1.33,,9.18,9.71,43.4,0
CHD12437,4.83,0.94,3.99,,9.17,2.05,6.39,3.05,2.11,2.87,7.78,8.53,5.24,4.49,2.17,,7.44,,5.3,127270.59,4.61,7.6,3.89,1.27,34.6,0
CHD12438,3.32,8.92,1.51,4.74,12.2,7.79,3.74,3.6,8.75,9.58,2.55,9.23,8.01,9.74,9.87,0.13,4.53,1.22,3.05,67812.43,,8.08,4.54,1.69,47.0,0
CHD12439,1.81,6.5,0.02,9.06,2.23,9.64,1.18,6.75,,8.35,3.34,2.3,5.73,0.24,,7.26,8.91,2.82,9.94,94877.28,,3.25,0.43,1.26,48.3,0
CHD12440,2.44,0.56,0.36,2.96,8.33,0.62,3.4,2.17,0.22,9.66,,1.56,3.74,7.12,6.02,3.93,7.21,3.27,7.68,30002.39,,6.99,1.41,3.03,43.9,0
CHD12441,8.33,8.27,1.09,6.8,8.22,8.2,3.64,7.19,1.84,8.76,0.77,7.54,7.5,1.42,5.86,4.92,5.59,6.12,1.19,142250.51,19.26,6.61,1.84,4.73,52.3,0
CHD12442,6.14,3.62,2.49,1.62,0.84,2.96,4.4,5.43,8.6,9.29,0.21,2.05,9.97,0.86,6.88,,4.55,,5.75,,,4.92,4.95,3.76,51.9,0
CHD12443,,13.93,3.66,2.54,5.5,0.12,8.17,5.18,4.2,5.16,1.02,6.71,4.1,9.91,1.15,2.4,,8.51,7.42,93965.76,19.36,2.5,2.15,9.49,50.7,0
CHD12444,2.32,2.54,0.49,8.19,2.88,4.52,3.63,7.43,6.71,8.64,,5.49,4.77,5.29,1.99,2.25,7.47,1.73,2.15,23166.55,16.63,8.65,,0.65,47.9,0
CHD12445,1.21,5.98,3.54,9.36,5.32,4.62,1.19,1.13,2.1,5.34,1.38,4.25,0.09,4.84,5.6,1.39,9.68,9.27,2.32,113809.78,17.78,1.26,0.69,0.51,59.2,1
CHD12446,0.06,0.82,2.73,7.22,6.05,5.14,9.24,1.67,,0.33,1.57,9.06,7.17,5.65,1.22,2.08,4.75,7.73,2.48,112245.41,4.05,6.16,8.73,,38.5,0
CHD12447,5.08,0.59,3.1,1.56,0.56,2.24,2.98,8.29,7.27,3.09,4.35,2.01,0.42,5.85,0.81,5.72,6.84,4.71,9.57,68070.12,19.12,7.7,5.25,4.46,59.3,1
CHD12448,9.98,6.28,4.64,0.24,0.52,9.44,4.28,7.07,1.26,4.77,9.09,3.22,2.92,6.74,,4.07,8.26,3.9,5.46,82062.26,6.07,5.38,9.16,3.88,48.8,0
CHD12449,10.89,9.82,4.76,0.83,6.86,5.65,2.54,9.99,9.16,6.29,3.74,4.63,7.98,7.54,4.62,0.58,5.51,2.3,2.11,36132.6,4.23,2.63,0.98,3.76,47.5,0
CHD12450,3.08,4.83,3.69,3.28,3.33,14.48,4.15,9.64,8.94,7.66,10.04,7.5,,1.91,5.14,9.25,0.68,7.78,2.54,117918.99,9.89,13.43,0.02,7.85,42.3,0
CHD12451,8.77,4.13,3.46,3.33,8.31,9.06,12.66,7.85,8.33,1.3,1.0,9.03,0.57,8.78,4.96,,4.14,3.26,6.9,97152.72,1.95,8.87,0.17,3.36,53.2,1
CHD12452,7.82,9.47,3.81,0.43,2.38,9.64,8.39,4.05,3.95,13.33,8.17,3.81,9.49,8.82,4.86,4.3,9.87,3.71,4.82,147851.03,19.93,,8.11,6.45,45.7,0
CHD12453,0.15,2.41,3.37,,4.54,5.78,3.59,8.49,5.82,3.49,8.53,9.15,4.21,6.46,4.71,2.38,4.53,10.0,3.29,82237.37,14.64,2.78,0.24,1.74,51.5,0
CHD12454,8.17,2.41,,5.51,3.29,5.63,4.17,9.44,6.37,8.76,6.67,7.72,,,8.47,0.4,4.1,1.85,7.39,134372.77,1.41,5.92,6.31,6.56,51.3,1
CHD12455,3.01,9.05,4.98,0.51,,1.16,1.99,8.12,9.17,6.43,5.15,5.09,3.91,12.97,3.32,4.19,0.87,4.26,6.38,139276.81,1.37,1.83,,5.56,56.2,1
